album,year,song,lyrics
thank me later,2010,Light Up,I've been up for 4 days Getting money both ways Dirty and clean I could use a glass of cold Spades Rolexes chauffeurs and low fades I keep thinking how young you can die from old age They always tell me nobody's working as hard as you And even though I laugh it off man it's probably true Cuz while all of my closest friends out partying I'm just here making all the music that they party to But party on party on all night nigga I got these new rappers nervous prom night nigga I've grown tired of these fucking grown man liars Storytellers they ain't even need a campfire Uhh but I just wanna tell the truth Before one of these haters load a couple shells and shoot This shit feel like when Fredro Starr was at Sunset Park Stuntin' hard in his yellow Goose Yeah but I'm a ma'fuckin' missed target But a target nonetheless and I just started Was that directed at moi? It can't be They must be talking to themselves hoes hands free Yeah and I'm just filling up this daily planner Gettin' busy 'cause I'm a star no spangled banner Jealous dudes get to talkin' in they music And I just say I wrote it for your girlfriends Kelsey Grammar Yeah that's what life becomes when you're doing you Welcome to Hollywood don't let this town ruin you And if you pillow talking with the women that are screwin' you Just know that she gon' tell another nigga when she through wit you Don't get impatient when it takes too long Drink it all even when it tastes too strong Yeah I gotta feel alive even if it kills me I promise to always give you me the real me Who would have thought I'd be caught in this life? Let's celebrate with a toast And get lost in tonight And make it all light up (Hey Guru tell hom' to go to open that Ace right there) Wait until the sun goes down We gon' make this bitch light up Even when the sun goes down I'm gon' make this go Owww hoes turn they heads like owls I'm the man of the hour Triple entendre don't even ask me how Con Edison flow I'm connected to a higher power Bright life'd make your whole city light up A trillion watt light bulb when I'm in the nightclub I just landed in that G450 Caught the Mayweather fight 'cause the satellite was crispy (Uh) Y'all can miss me with that money talk The smart money's on Hov fuck what the dummies talk I don't do too much blogging I just run the town I don't do too much jogging (Unh) I ain't got a scar yet 'Cause you fuckin' around with me and my dogs is far fetched Drake here is how they gon' come at you Will silly raps for you tryin' to distract you In disguise in the form of a favor The Barzini me watch for the traitors (Unh) I done seen it all done it all That's why none of these dumb dumb could dun him off The summer's ours the winter too Top down in the winter that's what winners do And to these niggas I'm like Windows 7 You let 'em tell it they swear that they invented you And since no good deed go unpunished I'm not as cool with niggas as I once was I once was cool as The Fonz was But these bright lights turned me to a monster Sorry mama I promised it wouldn't change me But I would've went insane had I remained the same me Fuck niggas bitches too All I got is this money this'll do Who would have thought I'd be caught in this life? Let's celebrate with a toast And get lost in tonight And make it all light up Wait until the sun goes down We gon' make this bitch light up Wait until the sun goes down I'm gon' make this go
thank me later,2010,Up All Night,Kush rolled glass full I prefer the better things Niggas with no money act like money isn't everything I'm having a good time they just trying to ruin it Shout out to the fact that I'm the youngest nigga doing it Cap on brim bent Denzel every time She ain't trying to pop that shit for pimp okay well never mind I I I tried to told you Drizzy still ain't nothing nice Bracelet saying you should quit cars saying fuck ya life Okay now we outta here Toodles to you bitches And if you dolled up I got the voodoo for you bitches yeah I'm busy getting rich I don't want trouble I made enough for two niggas boy stunt double Fame is like a drug that I've taken too much of But I never ever trip Just peace happiness and love I got money in these jeans so they fit me kinda snug Plus the game is in my pocket nigga this is what I does I'm about whatever man Fuck what they be talking about They opinion doesn't count We the only thing that matters (oooh) So we do it how we do it All up in your face man I hate to put you through it I be up all night Whole crew's in here Cause I don't really know who Imma lose this year (oooh) Man I love my team Man I love my team I would die for them niggas (oooh) Yo if Drizzy sayin' get her Imma get her I got that kind of money that make a broke bitch bitter I got that kinda... wait wait fixate! Which bitch you know made a million off a mixtape? That was just a keep sake Bought the president the Louis presidential briefcase Never been a cheapskate We got the Hawks I ain't talking about the Peach state Man for Pete's sake scratch that sweepstakes (hahahaha) Fuck I look like hoe I look like yes and you look like no I'm a bad bitch I ain't never been a mixed breed. I'm on a diet but I'm doing donuts in a six speed M M M6 from a M2 I see a lot of rap bitches on a menu But I collect 100 thou at the venue And pop bottles with my team Young Money till the death of me I mean we can even rock them shoes if it don't got a comma on the price tag you know I mean I mean but then again who .who.who looks at the price tag you know Oh yeah we in this bitch Oww oww oww Oh yeah we in this bitch Oww oww oww
thank me later,2010,The Resistance,I know way too many people here right now that I didn't know last year who the fuck are y'all? I swear it feels like the last few nights we've been everywhere and back but I just can't remember it all what am I doing what am I doing? oh yeah thats right I'm doing me I'm doing me I'm living life right now man and this what I'm do 'til it's over 'til it's over it's far from over alright bottles on me long as someone drink it never drop the ball fuck y'all thinking making sure the young money ship is never sinking bout to set it off in this bitch Jada Pinkett I shouldn't have drove tell me how I'm getting home you too fine to be laying down in bed alone I can teach you how to speak my language Rosetta stone I swear this life is like the sweetest thing I've ever known got to go thriller Mike Jackson on these n'ggas all I need is a fucking red jackets with some zippers super good smidoke a package of the swishas I did it over night it couldn't happen any quicker y'all know them but fuck it me either but point the biggest skeptic out I'll make them a believer it wouldn't be the first time I've done it throwing hundreds when I should be throwing ones bitch I run it ahh Uhhh one thing bout music when it hits you feel no pain and I swear I got this shit that makes these bitches go insane so they tell me that they love me I know better than that it's just game it's just what comes from fame and I'm ready for that I'm just saying I really can't complain everything is kosher two thumbs up ebert and roeper I really can't see the end getting any closer but I'll probably still be the man when everything is over so I'm riding through the city with my high beams on can you see me can you see me get your visine on y'all just do not fit the picture turn your widescreen on if you thinking Imma quit before I die dream on man they treat me like a legend am I really this cold I'm really too young to be feeling this old it's about time you admit it who you kidding man nobody's ever done it like I did it ahh
thank me later,2010,Miss Me,"I said tell me what's really goin' on Drizzy back up in this thing I'm ready what's happenin'? Gone for surgery but now I'm back again I'm 'bout my paper like a mothafuckin' scratch and win World Series attitude champagne bottle life Nothin' ever changes so tonight is like tomorrow night I will have a model wife your bitch is as hot as ice Every time you see me I look like I hit the lotto twice (Drake you got 'em right?) Yeah I got 'em Bun I love myself cause I swear their life is just not as fun Neeks got the weed Hush got a gun CJ's got my credit cards and a lotta ones Yeah I'm in the city of the purple Sprite Someone tell Maliah I'm on fire she should work tonight Call the King of Diamonds and tell Chyna it'd be worth the flight I'll be at my table stackin' dollars to the perfect height Work somethin' twerk somethin' basis She just tryna make it so she's right here gettin' naked I don't judge her I don't judge her but I could never love her Cause to her I'm just a rapper and soon she'll have met another That's why me and Lil Jaz bout to spaz can you keep up? I'm just feelin' sorry for whoever got to sweep up Yeah bills everywhere trill everythin' And Drake just stands for Do Right and Kill Everything I love Nicki Minaj I told her I'd admit it I hope one day we get married just to say we fuckin' did it And girl I'm fuckin' serious I'm with it if you with it Cause your verses turn me on and your pants are mighty fitted Ugh damn I think you caught me in a moment Like I catch 'em stealin' flows cause I swear I never loaned it And life ain't a rehearsal the camera's always rollin' So come and get a portion of this money that we be blowin' Cause it's on Yeah girl it's on You know what it is when I finally make it home I just hope you miss me a little when I'm gone Yeah I just hope you miss me a little when I'm gone And you just tell me what you down for anythin' you down for I know things have changed know I used to be around more But you should miss a little when I'm gone I just hope you miss me a little when your gone Ooh shit mothafucka goddamn Kickin' bitches out the condo like Pam Gettin' money every day: I'm a groundhog Bout to scoop your girl up like a ground ball I walk light so I don't piss the ground off Man I swear my bitches do it 'til they suck the brown off Ugh that's nasty Yes I am Weezy but I ain't asthmatic James Bond cologne honey I put on Make 'em run and tell their friends like a marathon Voice baritone haters carry on Beat the pussy up call me Larry Holmes Young Money's Jerry Sloan I turn every stone When she masturbates to me that's how she learn every song To women I condone better write me when I'm gone No I'm not that thuggish not that ruggish but I do pack Bone Uh I'm a love machine And I won't work for nobody but you It's only me and her cause the Bugatti a coupe It's Blood gang slime but I parlay with Snoop I ain't lyin' I shoot you don't need signs for proof Turn you to a vegetable like you lyin' in soup And when I'm in the booth bitch the lion is loose Man I got so many styles I am a group Damn I'll be gone 'til November But fuck it I ain't trippin' I know Drizzy gonna kill 'em I'm stickin' to the script like lint on denim Mama said if the rules ain't bent don't bend 'em Real nigga talkin' shut the fuck up ho Gotta do it one time for Haiti what up Zoe? Weezy F Baby and the 'F' is for ""front door"" Cause that's where I bring it Soo Woo if you bangin' muthafucka Yeah girl it's on You know what it is when I finally make it home I just hope you miss me a little when I'm gone Yeah I just hope you miss me a little when I'm gone And you just tell me what you down for anythin' you down for I know things have changed know I used to be around more But you should miss a little when I'm gone I just hope you miss me a little when your gone Uh forever in our hearts JJ we love you boy H Town! (I'm gone I'm gone I'm gone I'm gone I'm gone when I'm gone I just hope that you miss me Miss me miss me miss me miss me a little when I'm gone Miss me a little when I'm gone gone gone.)"
thank me later,2010,Find Your Love,I'm more than just an option Hey hey hey Refused to be forgotten Hey hey hey I took a chance with my heart Hey hey hey And I feel it taking over I better find your lovin' I better find your heart I better find your lovin' I better find your heart I better find your lovin' I better find your heart I bet if I give all my love Then nothing's gonna tear us apart I'm more than just a number Hey hey hey I doubt you'll find another Hey hey hey So every single summer Hey hey hey I'll be the one that you remember And I better find your lovin' I better find your heart I better find your lovin' I better find your heart I better find your lovin' I better find your heart I bet if I give all my love Then nothing's gonna tear us apart It's more than just a mission Hey hey hey You hear but you don't listen Hey hey hey You better pay attention Hey hey hey And get what you been missing I better find your lovin' I better find your heart I better find your lovin' I better find your heart I better find your lovin' I better find your heart I bet if I give all my love Then nothing's gonna tear us apart Too many times I've been wrong I guess being right takes too long I'm done waiting there's nothing left to do But give all I have to you and I better find your lovin' I better find your heart I better find your lovin' I bet if I give all my love Then nothing's gonna tear us apart I bet if I give all my love Then nothing's gonna tear us apart
thank me later,2010,Show Me A Good Time,How did I end up right here with you After all the things that I been through Its been one of those days You tryin' forget about Take a shot and let it out Let's get right Now that I'm here baby Show me a good time (oh yeah oh yeah) Show me a good time (oh yeah oh yeah) Show me a good Show me a good Show me a good time (oh yeah oh yeah) I live for the nights that I can't remember With the people that I won't forget Spending all the money I just work my ass off For the things that I won't regret I've been waiting way too long long long long Tellin' everybody that I know we about to be on on on on I ain't tryin' look like I lie to these niggas that I came up with That's my team never would I let a woman come between What we doing right now This our dream Wu Tang Clan niggas want that cream I'm the Osirus of the shit right now Go to god for the hits right now Whatever you wanna drink girl pick right now If you can't hold your liquor you better quit right now How did I end up right here with you After all the things that I been through Its been one of those days You tryin' forget about Take a shot and let it out Let's get right Now that I'm here baby Show me a good time (oh yeah oh yeah) Show me a good time (oh yeah oh yeah) Show me a good Show me a good Show me a good time (oh yeah oh yeah) How 'bout you and all your morals and that outfit that you borrowed Make the most out of tonight and worry 'bout it all tomorrow Understand girl we fam' girl Can't get me right and not do Wayne Cash money young money pop champagne Presidential suite girl Barrack Hussain Tell me can we kick it like Ali Shaheed and Phife Dawg People really hate when a backpack rapper get rich And start livin' that life dawg Feels like when you gettin' to that paper hip hop hates ya They would do it just like I do if they could Its in our nature Ah young and rich and out of control Out in LA blowing clouds of that killer I came up in the underground though So I'm a spend another ten thousand for Dilla Call me over rated or created or too jaded Because any way you put it bitch I made it yup! How did I end up right here with you After all the things that I been through Its been one of those days You tryin' forget about Take a shot and let it out Let's get right Now that I'm here baby Show me a good time (oh yeah oh yeah) Show me a good time (oh yeah oh yeah) Show me a good Show me a good Show me a good time (oh yeah oh yeah) Show me a good time (oh yeah oh yeah) Show me a good time (oh yeah oh yeah) Show me a good Show me a good Show me a good time (oh yeah oh yeah)
thank me later,2010,Ceces Interlude,All night I've been starin Can't you tell I want you? Can't be too wide open There's nothin I won't do Just thought you should know. Cause when you start to laugh Sayin I just want what I can't have. Won't even give me a chance Claiming I'm just not as serious as you Shawty if you only knew this is serious. I wish I wasn't famous I wish I was still in school So that I could have you in my dorm room I would put it on you crazy. Cause when you start to laugh Sayin I just want what I can't have. Won't even give me a chance Claiming I'm just not as serious as you Shawty if you only knew this is serious. Instrumental End
thank me later,2010,Fancy,Go go 'head Go go go 'head Go go go go go go 'head Go go go go go go 'head Oh you fancy huh? Oh you fancy huh? Oh you fancy huh? Oh you fancy huh? Nail done hair done Everything did Nails done hair done Everything did Oh you fancy huh? Oh you fancy huh? Oh you fancy huh? Oh you fancy huh? Nail done hair done Everything did Nails done hair done Everything did Oh you fancy huh? You getting ready so I know we gon' be here awhile In the bathroom flat irons and nail files Spending hours in salons on your hairstyles In the mall steady racking up the air miles Hit the gym step on the scales stare at the number You say you dropping 10 pounds preparing for summer And you don't do it for the man men never notice You just do it for yourself you're the fucking coldest Intelligent too ooh you're my sweetheart I've always liked my women book and street smart Long as they got a little class like half days And the confidence to overlook my past ways Time heals all and heels hurt to walk in But they go with the clutch that you carry your lip gloss in And look I really think that nobody does it better I love the way that you put it together Oh you fancy huh? Oh you fancy huh? Oh you fancy huh? Oh you fancy huh? Nail done hair done Everything did Nails done hair done Everything did Oh you fancy huh? Oh you fancy huh? Oh you fancy huh? Oh you fancy huh? Nail done hair done Everything did Nails done hair done Everything did Oh you fancy huh? Well aren't you a breath of fresh air? From all these superficial gold digging bitches in here They get a baller think that they ain't got to pick a career Guess they plan on sucking dicks until some millions appear Like voila you do it right he just might buy you a car Unless you play these suckers just like B.O.B play the guitar Now here you are with your girls having drinks at the bar I say I'm buying you decline that is kinda bizarre Independent with the demeanor of an R 'n B singer Make it ring finger M3 beamer Champagne Range triple white Jag Closet full of brand new clothes and handbags Alexander McQueen Prada Gucci Chanel D&G; BCBG Versace Louie and Bebe Ya ain't needy greedy or easy as these other breezies Who fuck for bottles of Riesling or beaus that beg zeebee Oh you fancy huh? Oh you fancy huh? Oh you fancy huh? Oh you fancy huh? Nail done hair done Everything did Nails done hair done Everything did Oh you fancy huh? Oh you fancy huh? Oh you fancy huh? Oh you fancy huh? Nail done hair done Everything did Nails done hair done Everything did Oh you fancy huh? Atlanta girls let me see your hands Wave 'em at them bitches hating on you with their friends Girl you got it let 'em know everything big Nails done hair done everything big And my NY girls let me see your hands Wave 'em at them bitches hating on you with their friends Girl you got it let 'em know everything big Nails done hair done everything big And my L.A. girls let me see your hands Wave 'em at them bitches hating on you with their friends Girl you got it let 'em know everything big Nails done hair done everything big And my TO girls let me see your hands Wave' em at them bitches hating on you with their friends Girl you got it let 'em know everything big Nails done hair done nails done hairs done Say go Cinderella go Cinderella Orgasm blush lipstick and concealer Devil in a tight dress girl you a killer And ain't nobody realer and ain't nobody realer Go go go go go Go go go go go go (Showtime) As we proceed 5 and a half in boys ass is off the hook Cinderella 'bout to lose the glass off her foot And when I find it is when I find you And we can do the things we never got the time to Better late than never but never late is better They tell me time is money well we'll spend it together I'm down for whatever you just lead the way We go to dinner you all don't even look at me to pay Mature women with more than me were the first to tempt me And Jason had this girl Tammy with a purple Bentley How she got it I ain't never get to ask I just knew that she was fine like a ticket on the dash Yeah but shout out to the homeowners The girls that got diplomas and enough money to loan us A little something extra should we ever need it If it sounds like you then let me hear you repeat it Oh you fancy huh? Oh you fancy huh? Oh you fancy huh? Oh you fancy huh? Nail done hair done Everything did Nails done hair done Everything did Oh you fancy huh? Oh you fancy huh? Oh you fancy huh? Oh you fancy huh? Nail done hair done Everything did Nails done hair done Everything did Oh you fancy huh?
thank me later,2010,Thank Me Now,You could thank me now uh go 'head Thank Me Later yeah I know what I said but later doesn't always come so instead it's okay You could thank me now uhh yeah well alright here I go Mahalo from the hardest act to follow lately I've been drinking like there's a message in a bottle aloha's to women with no ties to men that I know well that way there are no lies you could thank me now for all the info I give to you niggas I'm on the brink of influential I'm here for you niggas I guess a hit doesn't add up to a career for you niggas I must have been hard to watch what a year for you niggas it's December 31st and we in Miami just meditating you got the resolutions we just got reservations living out a dream it feels like I stayed up and we just wanna party patron straight up fuck that old shit I'm on new things OVO clique Red wing boot gang yeah we want it all half was never the agreement who'd thought the route we chose would ever end up this scenic I could relate to kids going straight to the league when they recognise that you got what it takes to succeed and thats around the time that your idols become your rivals you make friends with Mike but gotta AI him for your survival damn I swear sports and music are so synonomous 'cause we wanna be them and they wanna be us yeah so on behalf of the demanded and the entertainment that you take for granted you could thank me now... and oh my goodness you're welcome you're welcome at this point me is who I'm trying to save myself from rappers hit me up and I never know what to tell them cause they think that I can help them get back to where they fell from but drink up because everyone here is good tonight except the niggas that I came with they good for life yeah thats how you know it's going down in case another chance never comes around... You could thank me now uh go 'head Thank Me Later yeah I know what I said but later doesn't always come so instead it's okay You could thank me now Uhh shallow nigga but deep enough to have gone swimming I think I'm spending all my time with the wrong women I think I have a chance at love but knowing me I miss it cause me dedicating my time just isn't realistic man the good girls went silent on me they got a boyfriend or left for college on me and all the bad ones I used to hit her friends now that make me wish I had a little less mileage on me but do I ever come up in discussion over double pump latte's and low fat muffin's do I? Or is missing what we had outta the question I'm probably just the reason that you learned your lesson I got flows for the Marilyn Monroe's who's there before it all I guess thats how it goes they hear about your cons or focus on your pro's and love you for who you are from the bottom of their soul but those same ones from your area will grow into women that are ready to get married at hello because of what they allow where are they all now I know there somewhere watching so I'm trying to make them proud searching for the meaning you'll find it next to me and tell me I'm the highest guess we finally get to see I'm feeling like Nas who am I to disagree they say that doors open up as soon as you find the missing key it's probably why I'm in this bitch shining jump up in the sky and put the stars into alignment I rep the ATF in case you need to be reminded and the bandwagons full but you can try and run behind it I'm sorry poolside drinking margharita rounds shout out to my city though I hardly be in town I'm the Black Sheep but Chris Farley wears the crown and I know life is just a game in which the cards are facing down I'm in the world where things are taken never given how long they choose to love you will never be your decision and I'm aware that this could be the last time you listen so while I'm still here in this position... You could thank me now uh go 'head Thank Me Later yeah I know what I said but later doesn't always come so instead it's okay You could thank me now
thank me later,2010,Unforgettable,Let me know let me know Let me know let me know let me know This is really one of my dumbest flows ever I haven't slept in days And me and my latest girl agreed to go our separate ways So I'm single thinking about what we had and missing you But I ain't Santa I got something for these bad bitches too I mean paparazzi on me tryin' not to get caught out They always seem to catch me with the woman that I brought out Baby don't hold on too long 'cause that's how them stories start out And all the girls that played me eat your motherfucking heart out It's Drizzy always gone but never hard to find And since you can't escape me do I ever cross your mind? Because all this shit is new to me I'm learning to behave But still spending every dollar they encourage me to save But I'm good I know that niggas would kill for this lifestyle I'm looking forward to the memories of right now Never forgetting from where I came And no matter where I'm headed I promise to stay the same I'm just riding 'round the city with my hood on and my windows down Ask your girl I'm the realest nigga she been around I pull up in something new and park it by the haters And when you get to talking 'bout the greatest I just really hope that you'll think of me I just really hope that you'll think of me I just really hope that you'll think of me 'Cause I'm tryin' to be unforgettable (I'm doin' my thing I'm doin' my thing I'm doin' my thing) This just might be my realest flow ever When I say fo' life y'all say forever It's hard but it's fair I told that girl life hurts The closest you're gonna get to this is a 'Pac t shirt The name's Young baby you know I live that thug life The good die young so I'm gonna need a thug wife Yeah I'm talking his and her firearms Know our jewelry probably louder than a car alarm Yeah I remember I used to have to sneak the car Now my insides looking like a Snickers bar Yeah I'm talking Caramel leathers Damn right so fly I need feathers You say you sit in them streets so what's the deal? Young done everything in the A but fuck chillin' So welcome to my life no two days the same Like for y'all to meet the love of my life her name's the game I'm just riding 'round the city with my hood on and my windows down Ask your girl I'm the realest nigga she been around I pull up in something new and park it by the haters And when you get to talking 'bout the greatest I just really hope that you'll think of me I just really hope that you'll think of me I just really hope that you'll think of me 'Cause I'm tryna be unforgettable (I'm doin' my thing I'm doin' my thing I'm doin' my thing) Got my top dropped on this beautiful night It's a beautiful night to live my beautiful life The pain hurts like the cut from my beautiful knife Just know she right here on my hip my beautiful wife Yeah Drizz and me got a little breath Unforgettable ya never forget this You understand me? Timeless homie Unforgettable Let me know let me know
thank me later,2010,Over,I know way too many people here right now That I didn't know last year who the fuck are y'all? I swear it feels like the last few nights we've been everywhere and back But I just can't remember it all What am I doing? What am I doing? Oh yeah that's right I'm doin' me I'm doin' me I'm living life right now man and this what I'mma do 'til it's over 'Til it's over But it's far from over Alright bottles on me long as someone drink it Never drop the ball fuck it y'all thinkin'? Makin' sure the Young Money ship is never sinkin' 'Bout to set it off in this bitch Jada Pinkett I shouldn't have drove tell me how I'm getting home? You too fine to be layin' down in bed alone I could teach you how to speak my language Rosetta Stone I swear this life is like the sweetest thing I've ever known Got the gold thriller Mike Jackson on these niggas All I need's a fucking red jacket with some zippers Super good smidoke a package of the Swisher's I did it overnight it couldn't happen any quicker Y'all know them? Well fuck it me either Point the biggest skeptic out I'll make him a believer It wouldn't be the first time I done it throwin' hundreds When I should be throwin' ones bitch I run it I know way too many people here right now That I didn't know last year Who the fuck are y'all? I swear it feels like the last few nights we've been everywhere and back But I just can't remember it all What am I doing? What am I doing? Oh yeah that's right I'm doin' me I'm doin' me I'm living life right now man and this what I'mma do 'til it's over 'Til it's over But it's far from over One thing about music when it hits you feel no pain And I swear I got the shit that makes these bitches go insane So they tell me that they love me I know better than that it's just game It's what comes with the fame and I'm ready for that I'm just sayin' I really can't complain everything is kosher Two thumbs up Ebert and Roper I really can't see the end getting any closer But I'll probably still be the man when everything is over So I'm riding through this city with my high beams on Can you see me? Can you see me? Get your Visine on Y'all just do not fit the picture turn your wise friend on If you thinkin' I'mma quit before I die dream on Man they treat me like a legend am I really this cold? I'm really too young to be feeling this old It's about time you admit it who you kiddin'? And nobody's ever done it like I did it I know way too many people here right now That I didn't know last year who the fuck are y'all? I swear it feels like the last few nights we've been everywhere and back But I just can't remember it all What am I doing? What am I doing? Oh yeah that's right I'm doin' me I'm doin' me I'm living life right now man and this what I'mma do 'til it's over 'Til it's over But it's far from over Yeah that's right I'm doin' me I'm doin' me I'm living life right now man and this what I'mma do 'til it's over 'Til it's over But it's far from over
more than enoughâ,2010,Moment 4 Life,"I fly with the stars in the skies I am no longer tryin' to survive I believe that life is a prize But to live doesn't mean you're alive Don't worry about me and who I fire I get what I desire it's my empire And yes I call the shots I am the umpire I sprinkle holy water upon the vampire In this very moment I'm king In this very moment I slayed Goliath with a sling This very moment I bring Put it on everything that I will retire with the ring And I will retire with the crown yes No I'm not lucky I'm blessed yes Clap for the heavyweight champ me But I couldn't do it all alone we Young Money raised me grew up out in Baisley Southside Jamaica Queens and it's crazy 'Cause I'm still hood Hollywood couldn't change me Shout out to my haters sorry that you couldn't faze me Ain't being cocky we just vindicated Best believe that when we done this moment will be syndicated I don't know this night just remind me of Everything they deprived me of Put your drinks up It's a celebration every time we link up We done did everything they could think of Greatness is what we on the brink of I wish that I could have this moment 4 life 4 life 4 life 'Cause in this moment I just feel so alive Alive alive I wish that I could have this moment 4 life 4 life 4 life This is my moment I just feel so alive Alive alive What I tell 'em ho's bow bow bow to me drop down to ya knees Young Money the Mafia that's word to Lil Caes I'm in the Dominican Big Papi Ortiz Doin' target practice all these bitches just aimin' to please Shout out to the CEO five hundred degrees Shout out to the OVO Red Wings and fatigues oh Niggas wanna be friends how coincidental This supposed to be y'all year we ain't get the memo A young king pay me in gold Forty got a bunch of weed he ain't even rolled These niggas be droppin' songs they ain't even cold Weezy on top and that nigga ain't even home yet Yeah be very afraid These other rappers gettin' bodied and carried away Fuck it me and Nicki Nick gettin' married today And now you bitches that be hatin' can catch a bouquet ooh Yeah you a star in my eyes You and all them white girls ""Party of Five"" Are we drinkin' a lil' more I can hardly decide I can't believe we really made it I'm partly surprised I swear Damn this one for the books man I swear this shit is as fun as it looks man I'm really tryin' to make it more than what it is 'Cause everybody dies but not everybody lives I wish that I could have this moment 4 life 4 life 4 life 'Cause in this moment I just feel so alive Alive alive I wish that I could have this moment 4 life 4 life 4 life This is my moment I just feel so alive Alive alive This is my moment I waited all my life I can tell it's time Driftin' away I'm one with the sunset I have become alive I wish that I could have this moment 4 life 4 life 4 life 'Cause in this moment I just feel so alive Alive alive I wish that I could have this moment 4 life 4 life 4 life This is my moment I just feel so alive Alive alive 4 life"
more than enoughâ,2010,Fall For Your Type,When I pull up on a nigga Tell that nigga back back I'm too good with these words Watch a nigga backtrack If I die all I know is I'm a motherfucking legend It's too late for my city I'm the youngest nigga rapping Oh my God oh my God If I die I'm a legend Oh my God oh my God If I die I'm a legend I'm up first I'm on tour Got a girl she from the South Used to work used to dance in Texas Now she clean the house Everyday I was strugglin' to learn what life's about On my way money taught me Spanish Make it andale Way up north packed in Honda cars They 'ont know who we are Fuck em all they only pussy niggas shooting at the star Right or wrong I'ma write my wrongs They can't live this long You don't know where you're gonna go I got this shit mapped out strong When I pull up on a nigga Tell that nigga back back I'm too good with these words Watch a nigga backtrack All I know if I die I'm a motherfucking legend It's too late for my city I'm the youngest nigga rapping Oh my God oh my God If I die I'm a legend Oh my God oh my God If I die I'm a legend I'm the one one Why do I feel like the only one? Why do I feel like you owe me one? 6 G O D I'm the holy one Yeah you know what's up They been off for a minute now You know they all sentimental now You know they all actin' different now And I I just can't pretend Seen too much it's so hard for me to let new people in I can't change this shit set in stone They can't live this long You don't know where you're gonna go I got this shit mapped out strong When I pull up on a nigga Tell that nigga back back I'm too good with these words Watch a nigga backtrack All I know if i die I'm a motherfucking legend It's too late for my city I'm the youngest nigga rapping Oh my God oh my God If I die I'm a legend Oh my God oh my God If I die I'm a legend I'm the one...
more than enoughâ,2010,Ghetto University,All of the lights all of the lights all of the lights all of the lights aaaaaalright it's on I grew up thinking I was wrong and always said that if they let me in the b tch I'd do some damage I might be out of mind but if I am it's just in time because I got the extra nation so you f cking understand it man I'm already show you n gga what I Something wrong I hold my head MJ gonethat n gga dead! I slapped my girl she called the feds I did that time and spent that bread I'm heading home I'm almost there I'm on my way heading up the stairs to my surprise a n gga replacing me I had to take em to that ghetto university all of the lights lights flash lights spot lights strobe lights street lights all of the lights all of the lights flash lights strobe lights thug lights rock lights stripper lights (all of the lights) Restraining order can't see my daughter her mother brother grandmother hate me in that order public visitation we met at Borders told her she take me back I'll be more supportive I made mistakes I bump my head courts suck me dry I spent that bread she need a daddy baby please can't let her grow up in that ghetto university
more than enoughâ,2010,What If I Kissed You,What if I kissed you right now how would we explain it trying to imagine how it might sound if I just yelled out What if I kissed you right now would it bring us any closer take the weight off our shoulders take me I'm yours and I don't really care who knows it can we afford to be that open with all these emotions if you were a secret how long could you keep it keep it to yourself don't tell nobody else nothin but mine talkin bout mine now ur all mine and u... u. u... and u just be mine (just be mine) and u just be mine. all mine and u just be mine (just just be mine) and u just be mine. all mine What if I kissed you right now... would it bring us any closer take a weight off of our shoulders tell on me I dont mind cause if they ask me about it I won't lie... ...admit that I'm yours I doon't really care who knows it can we afford to be that open with all these emotions if we were a secret tell me could u keep it? keep it your yourself dont tell nobody else nuttin but mine talkin but mine now ur all mine and u... u. u... and u just be mine (just be mine) and u just be mine. all mine and u just be mine (just just be mine) and u just be mine. all mine What if I kissed you right now What if I kissed you right now just be mine (just be mine) and u just be mine. all mine and u just be mine (just just be mine) and u just be mine. all mine
